363.000363 287.603569 917.463329 -1588.483624 2533.982962 -3302.604858 221.190196 304.012103 0.376536 101.537524 0.302802 2940.810404 3.861058 981.920442 3.040783 8360.407253 12.429582 2791.683457 9.873902 18720.333364 30.015456 6256.903673 23.259701 32518.202315 65.780688 10915.595523 64.944672 6940.050653 51.884404 2427.309101 85.775505 504.953524 0.218356 168.526515 0.060199 0.200359 0.067226 56.317528 13521.485668 7.204600 4511.507905 1.965471 6.167232 2.206645 1506.759137 -55722.066126 -41.275325 -18592.070992 -11.382694 -34.646645 -12.678215 -6209.464462 141315.703923 162.063652 47226.437588 41.399150 131.608847 48.525800 15818.873182 -327134.494709 -510.207966 -109642.331373 -133.659816 -469.255902 -155.613296 -36907.660841 107328.921283 28.518196 36268.883166 17.377212 149.790154 15.141354 12432.172663 
287.603569 410.117352 1253.017369 -2135.863501 2385.759758 -743.416190 -286.930450 652.573947 19.318794 221.009600 13.478485 5884.429730 181.363996 1992.916955 124.904117 15657.804309 615.272039 5306.804635 418.264412 19498.134665 589.601174 6740.727906 412.688876 -4652.005404 582.430288 -257.983775 1237.225143 17693.000862 3219.231785 6091.623389 1930.661453 1467.235589 14.219553 492.175179 4.645596 10.166886 4.801095 166.150714 36564.879586 428.373149 12274.747969 136.973846 301.386555 142.806938 4149.458901 -132820.351923 -2557.610655 -44696.337447 -817.576626 -1769.708372 -849.894506 -15180.439172 159093.832164 4160.383016 54732.492031 1099.138056 2929.547879 1310.697840 19344.482409 130346.262337 -5902.353926 34675.983636 -1090.891703 -9880.550482 -1644.356988 6143.491959 352899.562931 1774.474885 118447.057382 829.031749 986.227381 785.623712 40236.747825 
917.463329 1253.017369 3858.532127 -6630.163530 7889.116433 -3473.315264 -1965.778438 1932.808361 52.276797 652.198125 35.040848 17606.887895 496.307637 5942.125730 328.936333 47552.606875 1690.384173 16056.253191 1110.883544 65969.860252 1712.389818 22641.072340 1147.570026 3533.955038 -319.356073 4626.109440 1998.707640 49711.931196 7851.367878 17080.617758 4564.759890 4239.246729 38.188440 1420.408275 12.279755 26.270177 12.749093 478.389258 106558.082182 1165.559700 35727.046815 367.485447 790.292088 385.028333 12047.285329 -394651.042599 -6996.575697 -132579.665808 -2209.953263 -4687.547026 -2307.697098 -44876.361890 545884.169583 12116.879659 186601.715414 3164.024781 8214.145099 3800.642735 65192.838209 177032.161254 -470.900276 35773.617378 1425.256544 -15502.890890 -11.744748 -2338.932121 993351.373503 2966.656817 332722.892104 1635.182043 841.859902 1597.797697 112486.630674 
-1588.483624 -2135.863501 -6630.163530 11605.073706 -14277.597942 5395.702173 6350.388897 -3116.331818 -89.402969 -1049.221008 -57.277638 -28892.112518 -869.320587 -9737.668090 -556.119991 -81153.302785 -3027.548559 -27386.193867 -1943.522221 -122297.569521 -3263.447470 -41959.823493 -2164.743426 6264.765942 3981.401194 -3230.888205 -854.171318 -69805.542779 -16750.408780 -24739.171441 -9824.400153 -6326.522932 -64.772715 -2118.853824 -20.253334 -42.490624 -21.139833 -712.850218 -162745.745842 -2032.569040 -54559.208398 -627.973254 -1328.491354 -661.076205 -18389.845136 640889.379714 12516.287752 215348.175371 3898.278798 8192.128778 4085.378803 72914.851492 -1025826.736487 -23229.711157 -350496.822285 -6071.111954 -15645.487116 -7274.027688 -122345.750094 -494587.177959 -26925.341795 -130583.359424 -9181.402273 5602.201281 -7051.573594 -22517.514230 -1350487.750341 -3107.347418 -450498.426568 -3914.372328 2049.480800 -3286.566290 -150989.406003 
2533.982962 2385.759758 7889.116433 -14277.597942 26257.675825 -33272.498379 -20992.969350 2686.253682 -43.600907 857.945242 -58.616932 27462.943314 -317.724402 8837.055869 -477.522765 83729.401308 -1028.562652 27013.260718 -1482.986301 243116.612901 684.400744 80260.069323 -661.808549 408884.863099 -38007.314165 133649.298893 -28526.626351 28537.969013 -34884.279261 7300.560308 -24497.550337 4449.476651 -37.959459 1455.901430 -15.908984 -47.245678 -15.329429 466.422926 125573.669849 -891.387793 41126.699312 -380.534704 -1219.091460 -359.923480 13207.052565 -564400.313596 4949.761153 -184595.191842 2078.079163 6554.542952 1956.072675 -59134.856234 2128810.596081 5368.001824 705224.546627 550.060832 -3381.131968 1333.724806 232039.425311 -4753540.329514 312695.023364 -1566878.762405 88580.482031 236399.987822 90591.755289 -509665.347490 687255.623463 -45122.652039 217920.259287 -20034.888724 -39525.373045 -16580.428270 63515.117877 
-3302.604858 -743.416190 -3473.315264 5395.702173 -33272.498379 109304.277172 9563.467098 144.123271 508.367260 187.334723 402.625381 -2343.807327 4791.073615 560.272239 3796.496879 3586.846263 17036.180175 5472.964963 13270.373311 -309885.063585 14341.532454 -94923.480198 13257.450053 -1667363.348952 75708.425471 -532272.531514 72759.396550 -3248.965874 220780.122143 17283.263206 142232.905538 -1189.653140 384.844249 -288.564213 128.338965 306.609272 130.697087 -23.924032 -29250.336863 11624.006690 -6436.140745 3824.544030 9254.001827 3916.288604 65.567970 -48195.755154 -72690.795212 -34746.429678 -23937.267384 -56875.037709 -24462.608496 -24029.675166 -2726267.818988 101458.442388 -852744.339003 29620.186432 92062.596684 32858.007185 -247410.178856 21399956.581883 -646796.875342 7000439.686129 -188144.554220 -597345.039137 -199912.570835 2246334.774146 -844366.324607 142608.825487 -276314.886772 95653.988294 83209.357920 75588.248657 -83511.691380 
221.190196 -286.930450 -1965.778438 6350.388897 -20992.969350 9563.467098 111751.788080 965.249150 31.284758 397.542641 106.333748 1230.495083 31.222041 1010.952581 782.315274 -33076.103808 413.466740 -9275.432328 2682.308077 -290881.181421 -6013.324498 -96952.788807 -2130.225820 -202872.107300 129401.568600 -57341.987270 90688.488447 191496.099165 69024.783425 77460.824066 63159.285796 6387.982447 36.203424 2185.459248 21.082284 88.527596 19.147788 767.487937 119584.412955 395.868318 41239.445534 382.971391 2080.795963 310.628278 14698.503127 -78771.848410 -3201.815426 -32870.021606 -2449.818621 -12045.580510 -2021.497493 -15471.165640 -3015444.926532 -42749.216753 -1005816.231678 -9876.611764 -16407.269748 -12537.330457 -335406.875505 2974428.067409 -1109233.760382 894496.883904 -324079.212484 -786528.782921 -329088.514402 231805.309196 3245187.587543 120686.957508 1184597.260929 31415.492910 148997.730917 25611.144607 466745.547484 
304.012103 652.573947 1932.808361 -3116.331818 2686.253682 144.123271 965.249150 1521.051405 26.724659 511.768784 18.853219 12932.890768 249.936611 4352.450065 173.897429 30098.697361 847.141519 10144.001063 579.524615 23297.510777 808.202192 8074.135099 578.748027 -18150.948978 1356.868435 -4372.675758 2067.205493 54783.108586 4864.395394 18576.362928 2941.432701 4605.384391 19.818156 1539.527238 6.590071 14.358116 6.743304 516.171746 108098.257113 593.383871 36149.741307 193.350488 422.186265 199.290982 12128.877430 -328153.821948 -3536.310684 -109929.380198 -1149.935153 -2462.649598 -1182.419945 -37009.031138 201367.433431 5616.872364 69337.289016 1563.373628 4045.251662 1790.552530 24550.056859 282625.461198 -11943.747691 82813.950194 -2681.227046 -16245.126313 -3374.167202 20522.060828 1348266.195415 2921.204567 451191.872145 1386.656347 1887.562351 1308.389191 151978.025088 
0.376536 19.318794 52.276797 -89.402969 -43.600907 508.367260 31.284758 26.724659 6.164257 9.879659 4.270199 229.472843 57.469692 85.330105 39.394344 686.187294 195.519608 253.073925 131.775712 -712.119214 173.280301 -173.006513 127.225901 -8576.756443 379.595325 -2567.505713 518.346651 691.527991 1362.311779 247.305343 797.430807 28.716181 4.591318 10.386648 1.562494 3.237553 1.577931 4.013581 783.983909 136.941416 284.870659 45.748632 95.421691 46.498051 110.773383 -4102.958403 -819.160622 -1483.382698 -272.965254 -560.133083 -276.909784 -571.759031 -8226.408829 1197.393710 -2300.950251 348.000294 879.153918 388.050000 -477.572968 112233.030326 -3261.841780 35529.330536 -780.010906 -4158.157346 -926.858035 10666.920288 1432.855385 808.728872 456.849071 420.987463 408.615484 385.904527 189.887241 
101.537524 221.009600 652.198125 -1049.221008 857.945242 187.334723 397.542641 511.768784 9.879659 172.865331 7.085987 4344.058711 91.634356 1468.080549 64.748992 10104.312278 309.277001 3423.556951 214.112350 7231.610223 282.751380 2542.311786 207.571808 -8362.363451 684.005061 -2152.134270 899.222923 18462.539842 1960.053660 6296.689085 1183.450324 1540.420936 7.361094 515.464589 2.463347 5.415416 2.522404 173.178465 36147.414415 218.436609 12103.030959 71.482314 157.678599 73.748880 4070.724926 -109796.937099 -1295.187732 -36856.800281 -422.402575 -911.978840 -434.816442 -12458.489244 61490.614621 1970.898548 21421.157594 543.945195 1448.647602 627.990473 7741.281240 124083.923384 -5923.528543 37097.682171 -1393.859718 -7100.268061 -1673.942733 9712.423981 450174.960995 1279.987217 150729.107301 613.797354 857.964423 549.353400 50843.753795 
